Width,Distance,TotalDistance,Time

10,50,91.58602513484249,1238,
10,50,95.70788891204319,1144,
10,50,100.9752444909147,1141,
10,50,101.21264743103995,1121,
10,50,95.01578816175763,1034,
10,50,96.20810776644555,1140,
10,50,100,1101,
10,50,96.93296652842108,1089,
10,50,97.83659846908007,1047,
10,50,97.09788875150684,958,
10,50,94.59386872308374,1141,
10,50,95.03683496413377,1180,
10,50,104.95713410721541,1164,
10,50,109.34349546269316,1316,
10,50,98.08159868191383,1334,
10,100,200,1310,
10,100,203.68603290358425,1643,
10,100,202.08908926510605,1136,
10,100,196.5400722499104,1200,
10,100,200.0399960007998,1364,
10,100,205.1828452868319,1308,
10,100,205.4555913086816,1097,
10,100,197.71696942852427,1396,
10,100,194.164878389476,1096,
10,100,194,1290,
10,100,194.99743588057768,1546,
10,100,197.1902634513175,1545,
10,100,196.5400722499104,1253,
10,100,200.44949488586894,1152,
10,100,NaN,0,
10,150,295.70255325241953,1421,
10,150,302.42354405700627,1236,
10,150,299.7865907608277,1338,
10,150,298.0067113338221,1441,
10,150,294.76770515102226,1163,
10,150,289.882734911895,1889,
10,150,285.04736448527285,1374,
10,150,291.97260145431454,1546,
10,150,296.59399859066605,2469,
10,150,297.43570733857763,1921,
10,150,298.328677803526,1424,
10,150,297.3213749463701,1230,
10,150,292.0068492347397,1297,
10,150,300.1066477104431,1148,
10,150,NaN,0,
20,50,107.42439201596628,1105,
20,50,93.68030742904295,818,
20,50,88.20430828479978,914,
20,50,92.0869154657707,1084,
20,50,94.847245611035,943,
20,50,84.75848040166836,1174,
20,50,88.36288813749809,916,
20,50,81.70679286326198,942,
20,50,89.10667763978185,1013,
20,50,82.29216244576394,1049,
20,50,89.82204629154248,968,
20,50,112.8716084761797,1055,
20,50,102.85912696499032,892,
20,50,94.847245611035,1729,
20,50,NaN,0,
20,100,184.1738309315414,1034,
20,100,190.4205871222962,1059,
20,100,179.62182495454164,1298,
20,100,191.7602670002313,988,
20,100,202,1236,
20,100,198.92712233378333,1273,
20,100,191.54111830100607,1106,
20,100,172.10461934532728,1264,
20,100,180.49930747789588,978,
20,100,190.26297590440447,1115,
20,100,201.8018830437417,987,
20,100,202.8003944769339,988,
20,100,198.9572818471342,962,
20,100,185.14858897652988,1130,
20,100,NaN,0,
20,150,277.94963572561124,1008,
20,150,296.10808837314795,1113,
20,150,284.17600180170035,1220,
20,150,288.0624932197873,1068,
20,150,293.4620929523948,1024,
20,150,288.61739379323626,1061,
20,150,280.58510295452254,1051,
20,150,292.6567955814455,917,
20,150,305.1884663613617,2017,
20,150,280.3212442894758,1362,
20,150,283.6406176837161,1037,
20,150,294.10882339705483,982,
20,150,298.0268444284843,1275,
20,150,293.40074982862603,1185,
20,150,NaN,0,
undefined,undefined,NaN,0
